model_id,task_id,item_id,shot,gpt_total,kimi_total,dual_total,primary_configuration,gpt_family_value,gpt_context_fit,gpt_coherence,gpt_clarity,kimi_family_value,kimi_context_fit,kimi_coherence,kimi_clarity,gpt_plot_logic,gpt_characterization,gpt_emotion,kimi_plot_logic,kimi_characterization,kimi_emotion,gpt_content_fidelity,gpt_style_fit,gpt_value_expression,kimi_content_fidelity,kimi_style_fit,kimi_value_expression
glm-4-9b-chat,continuation,CON-012,0,48.0,65.75,56.875,True,50,55,45,45,65.0,75.0,60.0,70.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-017,0,73.05,59.15,66.1,True,80,,,,62.0,,,,65,70,72,55.0,58.0,60.0,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-074,0,71.95,71.9,71.92500000000001,True,78,,,,75.0,,,,65,70,70,70.0,68.0,72.0,,,,,,
Doubao,continuation,CON-043,0,87.75,87.25,87.5,True,88,86,87,90,88.0,85.0,86.0,90.0,,,,,,,,,,,,
glm-4-9b-chat,rewriting,REW-022,0,67.2,63.5,65.35,True,,,,76,,,,70.0,,,,,,,74,60,72,55.0,65.0,60.0
Mistral-7B-Instruct-v0.3,continuation,CON-087,0,39.0,32.0,35.5,True,45,55,35,25,35.0,40.0,30.0,25.0,,,,,,,,,,,,
internlm2_5-7b-chat,story_generation,GEN-023,0,41.5,41.0,41.25,True,45,,,,45.0,,,,42,35,40,40.0,35.0,40.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-034,0,85.6,81.8,83.69999999999999,True,,,,86,,,,88.0,,,,,,,88,84,88,85.0,78.0,82.0
Doubao,story_generation,GEN-005,0,87.7,88.1,87.9,True,90,,,,92.0,,,,86,85,88,88.0,85.0,82.0,,,,,,
Qwen3-8B-Thinking,rewriting,REW-024,0,73.0,46.5,59.75,False,,,,84,,,,40.0,,,,,,,88,60,86,55.0,45.0,50.0
QwQ-32B,story_generation,GEN-068,0,92.4,84.7,88.55000000000001,True,94,,,,88.0,,,,92,90,92,82.0,85.0,80.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-033,0,84.8,76.6,80.69999999999999,True,,,,86,,,,85.0,,,,,,,86,84,84,78.0,72.0,80.0
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-076,0,64.85,53.75,59.3,True,70,,,,55.0,,,,65,58,60,60.0,50.0,45.0,,,,,,
Baichuan2-7B-Chat,rewriting,REW-015,0,66.2,52.0,59.1,True,,,,78,,,,70.0,,,,,,,78,55,75,75.0,35.0,55.0
Qwen3-8B-Thinking,rewriting,REW-046,0,80.8,73.5,77.15,False,,,,84,,,,80.0,,,,,,,84,78,82,75.0,70.0,75.0
internlm2_5-7b-chat,story_generation,GEN-031,0,48.9,51.0,49.95,True,42,,,,55.0,,,,55,58,45,50.0,45.0,50.0,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-030,0,66.6,50.0,58.3,True,,,,65,,,,58.0,,,,,,,78,62,70,52.0,45.0,55.0
Qwen3-8B-NonThinking,continuation,CON-086,0,38.5,42.0,40.25,True,45,55,45,5,45.0,55.0,35.0,40.0,,,,,,,,,,,,
deepseek-llm-7b-chat,rewriting,REW-066,0,71.2,63.0,67.1,True,,,,80,,,,70.0,,,,,,,82,62,78,75.0,55.0,65.0
Qwen3-8B-NonThinking,story_generation,GEN-029,0,58.2,49.5,53.85,True,60,,,,55.0,,,,50,65,58,50.0,45.0,40.0,,,,,,
QwQ-32B,continuation,CON-068,0,90.1,89.05,89.57499999999999,True,90,88,90,92,88.0,85.0,90.0,92.0,,,,,,,,,,,,
glm-4-9b-chat,rewriting,REW-084,0,62.6,63.0,62.8,True,,,,75,,,,70.0,,,,,,,78,50,70,75.0,55.0,65.0
Qwen3-8B-Thinking,continuation,CON-016,0,58.15,57.25,57.7,False,65,75,68,18,65.0,70.0,55.0,40.0,,,,,,,,,,,,
Doubao,story_generation,GEN-018,0,86.45,85.3,85.875,True,88,,,,88.0,,,,84,86,87,82.0,85.0,84.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-052,0,67.2,80.75,73.975,True,75,70,72,45,82.0,75.0,78.0,88.0,,,,,,,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-053,0,31.75,29.25,30.5,True,25,,,,35.0,,,,30,45,35,25.0,30.0,20.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-077,0,49.75,35.25,42.5,True,55,,,,35.0,,,,48,45,45,40.0,30.0,35.0,,,,,,
internlm2_5-7b-chat,continuation,CON-034,0,45.5,62.0,53.75,True,55,70,50,5,65.0,70.0,60.0,55.0,,,,,,,,,,,,
internlm2_5-7b-chat,rewriting,REW-067,0,85.8,61.5,73.65,True,,,,86,,,,75.0,,,,,,,90,84,86,65.0,55.0,60.0
Baichuan2-7B-Chat,continuation,CON-005,0,50.25,39.0,44.625,True,65,65,60,0,45.0,55.0,35.0,25.0,,,,,,,,,,,,
Doubao,continuation,CON-098,0,89.7,89.05,89.375,True,90,90,88,92,88.0,85.0,90.0,92.0,,,,,,,,,,,,
Doubao,story_generation,GEN-090,0,83.2,82.8,83.0,True,86,,,,85.0,,,,80,84,80,82.0,83.0,78.0,,,,,,
Doubao,continuation,CON-068,0,89.3,89.05,89.175,True,90,90,88,90,88.0,85.0,90.0,92.0,,,,,,,,,,,,
Baichuan2-7B-Chat,rewriting,REW-005,0,76.1,50.5,63.3,True,,,,78,,,,60.0,,,,,,,75,75,80,55.0,45.0,50.0
Qwen3-8B-Thinking,continuation,CON-074,0,51.8,48.75,50.275,False,62,62,58,18,55.0,45.0,50.0,40.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-063,0,38.25,61.9,50.075,True,25,,,,65.0,,,,30,55,65,58.0,62.0,60.0,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-034,0,29.25,43.25,36.25,True,20,,,,45.0,,,,25,45,40,40.0,50.0,35.0,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-096,0,72.8,49.5,61.15,True,72,,,,55.0,,,,76,74,68,50.0,45.0,40.0,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-085,0,70.4,71.3,70.85,True,78,,,,72.0,,,,60,70,68,68.0,75.0,70.0,,,,,,
Baichuan2-7B-Chat,continuation,CON-056,0,31.0,28.75,29.875,True,35,40,30,20,35.0,25.0,30.0,20.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-049,0,74.0,59.3,66.65,True,78,,,,62.0,,,,72,70,72,58.0,55.0,60.0,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-042,0,67.05,32.75,49.9,True,75,82,75,30,35.0,45.0,30.0,25.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-098,0,48.0,47.5,47.75,True,,,,45,,,,50.0,,,,,,,45,50,50,55.0,45.0,40.0
Baichuan2-7B-Chat,continuation,CON-030,0,47.95,40.75,44.35,True,55,78,45,20,45.0,55.0,40.0,25.0,,,,,,,,,,,,
Qwen3-8B-Thinking,continuation,CON-024,0,30.5,31.75,31.125,False,25,50,30,25,35.0,30.0,25.0,40.0,,,,,,,,,,,,
chatglm3-6b,continuation,CON-098,0,57.6,42.75,50.175,True,65,72,58,35,45.0,55.0,40.0,35.0,,,,,,,,,,,,
QwQ-32B,story_generation,GEN-010,0,80.2,79.6,79.9,True,86,,,,85.0,,,,70,80,82,72.0,78.0,80.0,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-093,0,71.55,60.7,66.125,True,70,,,,65.0,,,,76,74,65,60.0,55.0,58.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-033,0,80.2,67.5,73.85,True,,,,82,,,,75.0,,,,,,,82,78,84,55.0,70.0,65.0
chatglm3-6b,continuation,CON-095,0,56.0,47.25,51.625,True,70,75,65,5,55.0,60.0,45.0,30.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-076,0,47.95,41.75,44.85,True,55,78,45,20,45.0,55.0,40.0,30.0,,,,,,,,,,,,
QwQ-32B,continuation,CON-084,0,85.4,59.25,72.325,True,85,88,82,90,55.0,45.0,60.0,75.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-092,0,73.4,63.0,68.2,True,,,,86,,,,70.0,,,,,,,88,60,86,75.0,55.0,65.0
Qwen3-8B-Thinking,story_generation,GEN-002,0,53.25,71.3,62.275,False,55,,,,72.0,,,,45,55,60,68.0,75.0,70.0,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-098,0,70.7,71.3,71.0,True,72,,,,72.0,,,,68,72,70,68.0,75.0,70.0,,,,,,
deepseek-llm-7b-chat,rewriting,REW-062,0,59.2,50.5,54.85,True,,,,76,,,,60.0,,,,,,,70,45,75,55.0,45.0,50.0
chatglm3-6b,rewriting,REW-087,0,78.5,52.5,65.5,True,,,,82,,,,70.0,,,,,,,82,75,82,55.0,45.0,50.0
deepseek-llm-7b-chat,continuation,CON-041,0,38.1,37.75,37.925,True,46,48,42,12,45.0,40.0,35.0,30.0,,,,,,,,,,,,
QwQ-32B,continuation,CON-100,0,65.45,83.45,74.45,True,62,55,60,88,85.0,75.0,82.0,90.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-011,0,67.4,53.5,60.45,True,,,,72,,,,60.0,,,,,,,60,68,70,45.0,55.0,50.0
deepseek-llm-7b-chat,rewriting,REW-088,0,74.2,66.5,70.35,True,,,,86,,,,75.0,,,,,,,88,62,84,85.0,55.0,70.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-025,0,63.9,49.5,56.7,True,70,,,,55.0,,,,58,62,60,50.0,45.0,40.0,,,,,,
Baichuan2-7B-Chat,continuation,CON-073,0,19.25,32.5,25.875,True,25,25,20,5,35.0,50.0,30.0,20.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-024,0,79.1,80.5,79.8,True,,,,80,,,,80.0,,,,,,,85,75,86,75.0,85.0,70.0
Mistral-7B-Instruct-v0.3,continuation,CON-024,0,47.35,40.75,44.05,True,55,64,55,10,45.0,55.0,40.0,25.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,continuation,CON-033,0,58.25,64.0,61.125,True,65,70,55,45,65.0,75.0,55.0,70.0,,,,,,,,,,,,
Qwen3-8B-Thinking,rewriting,REW-100,0,78.6,70.2,74.4,False,,,,84,,,,65.0,,,,,,,84,74,80,75.0,70.0,72.0
Qwen3-8B-NonThinking,continuation,CON-048,0,61.0,60.0,60.5,True,75,75,75,5,65.0,70.0,60.0,45.0,,,,,,,,,,,,
chatglm3-6b,continuation,CON-090,0,57.75,48.25,53.0,True,70,80,65,10,55.0,60.0,45.0,35.0,,,,,,,,,,,,
deepseek-llm-7b-chat,rewriting,REW-083,0,42.0,45.5,43.75,True,,,,55,,,,60.0,,,,,,,45,35,45,55.0,35.0,50.0
deepseek-llm-7b-chat,continuation,CON-023,0,50.0,52.0,51.0,True,70,65,55,0,55.0,60.0,50.0,45.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-025,0,68.4,75.0,71.7,True,,,,76,,,,85.0,,,,,,,72,62,78,75.0,70.0,80.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-078,0,69.15,51.0,60.075,True,70,,,,55.0,,,,68,72,65,50.0,45.0,50.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-011,0,63.6,65.55,64.575,True,72,75,65,40,72.0,68.0,65.0,55.0,,,,,,,,,,,,
internlm2_5-7b-chat,continuation,CON-068,0,55.3,44.25,49.775,True,65,70,62,18,55.0,45.0,40.0,35.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-054,0,62.65,57.75,60.2,True,78,85,70,10,55.0,75.0,60.0,45.0,,,,,,,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-085,0,72.55,59.3,65.925,True,78,,,,65.0,,,,72,68,65,58.0,55.0,52.0,,,,,,
chatglm3-6b,story_generation,GEN-063,0,67.1,46.5,56.8,True,78,,,,55.0,,,,58,62,60,45.0,40.0,35.0,,,,,,
glm-4-9b-chat,rewriting,REW-009,0,78.2,71.7,74.95,True,,,,80,,,,70.0,,,,,,,76,78,80,65.0,75.0,72.0
Qwen2.5-7B-Instruct,continuation,CON-039,0,62.95,58.0,60.475,True,60,78,55,70,55.0,60.0,50.0,75.0,,,,,,,,,,,,
chatglm3-6b,rewriting,REW-027,0,65.9,50.5,58.2,True,,,,78,,,,60.0,,,,,,,80,55,68,55.0,45.0,50.0
Qwen3-8B-Thinking,story_generation,GEN-046,0,87.3,79.6,83.44999999999999,False,90,,,,85.0,,,,86,86,84,72.0,78.0,80.0,,,,,,
deepseek-llm-7b-chat,continuation,CON-025,0,52.5,51.0,51.75,True,70,75,55,5,55.0,60.0,50.0,40.0,,,,,,,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-074,0,76.9,59.3,68.1,True,80,,,,62.0,,,,76,74,74,58.0,55.0,60.0,,,,,,
chatglm3-6b,story_generation,GEN-075,0,30.5,29.5,30.0,True,30,,,,35.0,,,,25,35,35,30.0,25.0,20.0,,,,,,
deepseek-llm-7b-chat,story_generation,GEN-060,0,58.85,50.25,54.55,True,62,,,,55.0,,,,55,58,58,50.0,45.0,45.0,,,,,,
QwQ-32B,rewriting,REW-032,0,77.6,67.5,72.55,True,,,,70,,,,60.0,,,,,,,74,82,78,55.0,75.0,70.0
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-090,0,85.35,69.15,77.25,True,88,,,,72.0,,,,85,83,82,65.0,68.0,70.0,,,,,,
internlm2_5-7b-chat,rewriting,REW-060,0,72.6,68.0,70.3,True,,,,86,,,,80.0,,,,,,,82,62,80,85.0,55.0,75.0
Mistral-7B-Instruct-v0.3,continuation,CON-014,0,45.1,51.0,48.05,True,52,62,52,10,55.0,60.0,50.0,40.0,,,,,,,,,,,,
internlm2_5-7b-chat,continuation,CON-077,0,57.55,58.0,57.775,True,68,72,65,18,65.0,75.0,55.0,40.0,,,,,,,,,,,,
internlm2_5-7b-chat,story_generation,GEN-086,0,82.9,69.5,76.2,True,88,,,,75.0,,,,86,80,68,70.0,65.0,60.0,,,,,,
chatglm3-6b,continuation,CON-030,0,32.75,19.0,25.875,True,35,60,35,5,15.0,40.0,10.0,25.0,,,,,,,,,,,,
Qwen3-8B-Thinking,rewriting,REW-095,0,87.4,67.5,77.45,False,,,,88,,,,70.0,,,,,,,90,86,88,75.0,65.0,60.0
internlm2_5-7b-chat,story_generation,GEN-027,0,56.1,51.0,53.55,True,55,,,,55.0,,,,60,58,50,50.0,45.0,50.0,,,,,,
Doubao,continuation,CON-096,0,89.5,88.6,89.05,True,88,88,90,92,85.0,88.0,90.0,92.0,,,,,,,,,,,,
Baichuan2-7B-Chat,continuation,CON-087,0,39.95,32.0,35.975,True,45,68,35,20,35.0,40.0,30.0,25.0,,,,,,,,,,,,
deepseek-llm-7b-chat,continuation,CON-004,0,54.9,57.25,56.075,True,62,78,56,25,65.0,70.0,55.0,40.0,,,,,,,,,,,,
glm-4-9b-chat,rewriting,REW-012,0,77.4,60.7,69.05000000000001,True,,,,82,,,,75.0,,,,,,,88,70,84,82.0,45.0,68.0
Qwen2.5-7B-Instruct,continuation,CON-056,0,56.9,59.25,58.075,True,60,70,40,72,55.0,75.0,50.0,70.0,,,,,,,,,,,,
Qwen3-8B-Thinking,continuation,CON-086,0,26.5,64.75,45.625,False,30,40,30,5,75.0,70.0,65.0,45.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,rewriting,REW-063,0,38.0,48.5,43.25,True,,,,35,,,,50.0,,,,,,,45,35,45,55.0,45.0,50.0
Doubao,continuation,CON-087,0,88.1,89.05,88.57499999999999,True,88,88,86,92,88.0,85.0,90.0,92.0,,,,,,,,,,,,
internlm2_5-7b-chat,continuation,CON-098,0,60.1,48.75,54.425,True,72,75,75,5,55.0,45.0,50.0,40.0,,,,,,,,,,,,
glm-4-9b-chat,rewriting,REW-073,0,57.0,63.5,60.25,True,,,,65,,,,70.0,,,,,,,40,60,60,55.0,65.0,60.0
Mistral-7B-Instruct-v0.3,rewriting,REW-055,0,40.0,36.5,38.25,True,,,,55,,,,55.0,,,,,,,35,35,45,25.0,35.0,30.0
Qwen3-8B-Thinking,continuation,CON-004,0,64.9,63.25,64.075,False,78,82,72,20,75.0,55.0,70.0,40.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-033,0,57.45,43.75,50.6,True,68,,,,45.0,,,,50,55,45,50.0,40.0,35.0,,,,,,
chatglm3-6b,continuation,CON-024,0,33.5,37.25,35.375,True,45,50,30,10,45.0,55.0,30.0,25.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-082,0,74.0,60.5,67.25,True,,,,82,,,,70.0,,,,,,,78,70,70,65.0,55.0,60.0
Qwen2.5-7B-Instruct,rewriting,REW-081,0,68.6,61.0,64.8,True,,,,74,,,,75.0,,,,,,,72,66,64,55.0,60.0,50.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-036,0,14.0,31.0,22.5,True,10,,,,35.0,,,,15,20,15,30.0,25.0,30.0,,,,,,
QwQ-32B,rewriting,REW-052,0,82.6,67.5,75.05,True,,,,80,,,,60.0,,,,,,,82,84,82,55.0,75.0,70.0
QwQ-32B,story_generation,GEN-062,0,86.3,74.7,80.5,True,85,,,,78.0,,,,82,90,92,72.0,75.0,70.0,,,,,,
Qwen3-8B-NonThinking,continuation,CON-068,0,64.0,70.75,67.375,True,80,78,78,5,75.0,85.0,70.0,55.0,,,,,,,,,,,,
QwQ-32B,story_generation,GEN-097,0,79.0,86.75,82.875,True,80,,,,88.0,,,,78,82,74,85.0,90.0,82.0,,,,,,
Mistral-7B-Instruct-v0.3,story_generation,GEN-076,0,49.5,41.0,45.25,True,55,,,,45.0,,,,50,45,40,40.0,35.0,40.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-022,0,77.0,75.55,76.275,True,88,88,84,40,78.0,82.0,75.0,68.0,,,,,,,,,,,,
QwQ-32B,rewriting,REW-072,0,86.6,78.3,82.44999999999999,True,,,,86,,,,68.0,,,,,,,88,86,88,72.0,85.0,78.0
chatglm3-6b,continuation,CON-047,0,77.5,66.0,71.75,True,78,78,72,86,65.0,70.0,60.0,75.0,,,,,,,,,,,,
QwQ-32B,story_generation,GEN-066,0,85.2,88.85,87.025,True,85,,,,92.0,,,,82,86,90,88.0,85.0,87.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-056,0,72.4,58.1,65.25,True,78,,,,62.0,,,,70,72,62,58.0,55.0,52.0,,,,,,
Qwen3-8B-Thinking,continuation,CON-073,0,17.75,48.25,33.0,False,10,45,20,5,55.0,60.0,45.0,35.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-014,0,74.1,61.5,67.8,True,,,,78,,,,75.0,,,,,,,88,65,84,65.0,55.0,60.0
QwQ-32B,story_generation,GEN-052,0,86.6,81.9,84.25,True,88,,,,85.0,,,,84,86,88,78.0,82.0,80.0,,,,,,
internlm2_5-7b-chat,continuation,CON-060,0,56.0,48.75,52.375,True,70,75,65,5,55.0,70.0,45.0,30.0,,,,,,,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-006,0,58.65,49.5,54.075,True,55,,,,55.0,,,,64,62,55,50.0,45.0,40.0,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-034,0,70.2,63.0,66.6,True,,,,82,,,,70.0,,,,,,,84,58,80,75.0,55.0,65.0
chatglm3-6b,continuation,CON-008,0,45.1,50.75,47.925,True,48,78,40,25,55.0,70.0,45.0,40.0,,,,,,,,,,,,
Qwen3-8B-Thinking,continuation,CON-003,0,49.75,76.4,63.075,False,65,60,55,10,85.0,88.0,82.0,45.0,,,,,,,,,,,,
chatglm3-6b,rewriting,REW-098,0,69.9,50.5,60.2,True,,,,80,,,,60.0,,,,,,,82,60,75,55.0,45.0,50.0
chatglm3-6b,continuation,CON-027,0,49.5,47.25,48.375,True,65,65,55,5,55.0,60.0,45.0,30.0,,,,,,,,,,,,
deepseek-llm-7b-chat,continuation,CON-001,0,24.25,42.75,33.5,True,25,35,30,5,45.0,55.0,40.0,35.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-094,0,37.75,48.75,43.25,True,45,50,45,5,55.0,45.0,50.0,40.0,,,,,,,,,,,,
internlm2_5-7b-chat,rewriting,REW-068,0,75.2,61.5,68.35,True,,,,78,,,,75.0,,,,,,,82,70,82,85.0,45.0,70.0
glm-4-9b-chat,story_generation,GEN-025,0,77.7,67.65,72.67500000000001,True,82,,,,72.0,,,,74,78,72,65.0,68.0,60.0,,,,,,
Baichuan2-7B-Chat,continuation,CON-020,0,39.35,40.75,40.05,True,42,55,46,12,45.0,55.0,40.0,25.0,,,,,,,,,,,,
deepseek-llm-7b-chat,rewriting,REW-034,0,81.6,63.0,72.3,True,,,,88,,,,70.0,,,,,,,90,75,85,75.0,55.0,65.0
Qwen2.5-7B-Instruct,continuation,CON-093,0,45.15,59.25,52.2,True,45,42,45,48,55.0,75.0,50.0,70.0,,,,,,,,,,,,
QwQ-32B,rewriting,REW-029,0,85.0,83.3,84.15,True,,,,84,,,,88.0,,,,,,,88,84,86,75.0,85.0,82.0
deepseek-llm-7b-chat,rewriting,REW-016,0,70.9,55.5,63.2,True,,,,84,,,,75.0,,,,,,,90,55,86,85.0,35.0,60.0
Doubao,continuation,CON-015,0,86.85,92.65,89.75,True,88,85,86,88,92.0,90.0,93.0,95.0,,,,,,,,,,,,
Baichuan2-7B-Chat,rewriting,REW-006,0,69.5,45.5,57.5,True,,,,82,,,,60.0,,,,,,,86,55,84,55.0,35.0,50.0
glm-4-9b-chat,continuation,CON-063,0,58.7,61.25,59.975,True,65,66,58,45,55.0,75.0,50.0,80.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,story_generation,GEN-066,0,84.4,71.9,78.15,True,86,,,,75.0,,,,84,82,84,70.0,68.0,72.0,,,,,,
QwQ-32B,story_generation,GEN-072,0,84.6,79.55,82.07499999999999,True,86,,,,82.0,,,,82,84,86,78.0,80.0,75.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,rewriting,REW-057,0,66.3,43.5,54.9,True,,,,80,,,,70.0,,,,,,,75,55,78,15.0,45.0,40.0
Qwen2.5-7B-Instruct,continuation,CON-098,0,67.6,62.75,65.175,True,72,70,70,55,55.0,75.0,60.0,70.0,,,,,,,,,,,,
Doubao,rewriting,REW-052,0,85.8,70.5,78.15,True,,,,88,,,,70.0,,,,,,,88,84,86,75.0,70.0,65.0
deepseek-llm-7b-chat,continuation,CON-052,0,61.25,50.75,56.0,True,75,80,65,20,55.0,65.0,50.0,35.0,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-070,0,27.5,48.25,37.875,True,30,35,35,5,55.0,60.0,45.0,35.0,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-044,0,49.6,50.0,49.8,True,58,66,58,10,55.0,60.0,50.0,35.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,rewriting,REW-090,0,82.4,60.5,71.45,True,,,,84,,,,70.0,,,,,,,86,80,84,65.0,55.0,60.0
glm-4-9b-chat,story_generation,GEN-064,0,52.2,49.5,50.85,True,58,,,,55.0,,,,50,45,50,50.0,45.0,40.0,,,,,,
internlm2_5-7b-chat,story_generation,GEN-025,0,70.9,70.75,70.825,True,74,,,,75.0,,,,70,68,68,68.0,70.0,65.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-006,0,89.1,71.3,80.19999999999999,True,90,,,,72.0,,,,88,88,90,68.0,75.0,70.0,,,,,,
internlm2_5-7b-chat,rewriting,REW-048,0,82.4,50.5,66.45,True,,,,84,,,,60.0,,,,,,,86,80,84,55.0,45.0,50.0
Qwen3-8B-Thinking,story_generation,GEN-078,0,77.5,87.5,82.5,False,78,,,,88.0,,,,72,80,82,85.0,90.0,87.0,,,,,,
Qwen3-8B-NonThinking,continuation,CON-062,0,48.6,56.25,52.425,True,60,62,58,5,55.0,65.0,60.0,45.0,,,,,,,,,,,,
glm-4-9b-chat,story_generation,GEN-050,0,63.2,49.5,56.35,True,72,,,,55.0,,,,55,62,55,50.0,45.0,40.0,,,,,,
Qwen3-8B-Thinking,story_generation,GEN-067,0,86.7,84.85,85.775,False,88,,,,88.0,,,,86,84,88,85.0,82.0,80.0,,,,,,
QwQ-32B,story_generation,GEN-045,0,87.5,89.85,88.675,True,88,,,,92.0,,,,86,88,88,88.0,90.0,87.0,,,,,,
internlm2_5-7b-chat,story_generation,GEN-055,0,78.6,54.85,66.725,True,82,,,,58.0,,,,78,76,74,55.0,52.0,50.0,,,,,,
Baichuan2-7B-Chat,story_generation,GEN-032,0,52.0,39.25,45.625,True,60,,,,45.0,,,,45,50,45,35.0,40.0,30.0,,,,,,
DeepSeek-R1-Distill-Qwen-32B,continuation,CON-067,0,75.8,76.55,76.175,True,74,82,70,84,72.0,78.0,75.0,85.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-001,0,58.0,70.0,64.0,True,70,80,60,20,75.0,80.0,70.0,55.0,,,,,,,,,,,,
chatglm3-6b,continuation,CON-063,0,44.75,56.0,50.375,True,35,65,30,70,55.0,65.0,45.0,70.0,,,,,,,,,,,,
Qwen3-8B-Thinking,rewriting,REW-058,0,76.2,59.5,67.85,False,,,,83,,,,70.0,,,,,,,82,70,82,55.0,60.0,45.0
QwQ-32B,story_generation,GEN-099,0,70.95,83.1,77.025,True,75,,,,88.0,,,,55,70,88,75.0,82.0,85.0,,,,,,
Qwen3-8B-NonThinking,rewriting,REW-093,0,70.2,63.0,66.6,True,,,,80,,,,70.0,,,,,,,78,62,76,75.0,55.0,65.0
Qwen3-8B-Thinking,story_generation,GEN-027,0,74.4,81.9,78.15,False,76,,,,85.0,,,,70,74,78,78.0,82.0,80.0,,,,,,
chatglm3-6b,story_generation,GEN-087,0,50.5,29.25,39.875,True,50,,,,35.0,,,,52,50,50,25.0,30.0,20.0,,,,,,
Doubao,rewriting,REW-036,0,89.4,83.6,86.5,True,,,,90,,,,88.0,,,,,,,92,88,90,85.0,82.0,80.0
Doubao,story_generation,GEN-017,0,89.9,86.25,88.075,True,92,,,,88.0,,,,88,88,90,85.0,86.0,84.0,,,,,,
Doubao,continuation,CON-013,0,88.1,89.05,88.57499999999999,True,88,86,88,90,88.0,85.0,90.0,92.0,,,,,,,,,,,,
Qwen2.5-7B-Instruct,story_generation,GEN-031,0,56.55,64.85,60.699999999999996,True,62,,,,68.0,,,,50,55,55,65.0,62.0,60.0,,,,,,
QwQ-32B,story_generation,GEN-023,0,89.8,86.25,88.025,True,90,,,,88.0,,,,88,90,92,85.0,86.0,84.0,,,,,,
Mistral-7B-Instruct-v0.3,continuation,CON-062,0,38.75,51.75,45.25,True,45,45,50,5,55.0,65.0,50.0,40.0,,,,,,,,,,,,
chatglm3-6b,rewriting,REW-014,0,47.0,40.5,43.75,True,,,,60,,,,50.0,,,,,,,55,35,65,45.0,35.0,40.0
QwQ-32B,continuation,CON-017,0,89.0,84.35,86.675,True,90,88,88,90,88.0,75.0,82.0,90.0,,,,,,,,,,,,
Qwen3-8B-NonThinking,continuation,CON-082,0,47.25,52.5,49.875,True,55,80,45,15,55.0,70.0,50.0,40.0,,,,,,,,,,,,
chatglm3-6b,rewriting,REW-032,0,67.5,50.5,59.0,True,,,,78,,,,65.0,,,,,,,84,55,76,75.0,35.0,50.0
